,Local source density,width,Fraction of total flux,E2flux,Nsrc,cumulative_Nsrc,flux
54,$10^{-7}$/Mpc$^3$,SC,1.0,-12.684563758389263,6623.1647072801015,14235.097176099607,-16.28456375838926
55,$10^{-7}$/Mpc$^3$,SC,1.0,-12.919463087248324,11735.007418769066,25970.104594868673,-16.519463087248326
56,$10^{-7}$/Mpc$^3$,SC,1.0,-13.154362416107382,20402.714498645986,46372.819093514656,-16.754362416107384
57,$10^{-7}$/Mpc$^3$,SC,1.0,-13.389261744966444,34184.51844788932,80557.33754140398,-16.98926174496644
58,$10^{-7}$/Mpc$^3$,SC,1.0,-13.624161073825505,54756.07017537196,135313.40771677595,-17.224161073825506
59,$10^{-7}$/Mpc$^3$,SC,1.0,-13.859060402684563,83412.52632555069,218725.93404232664,-17.459060402684564
60,$10^{-7}$/Mpc$^3$,SC,1.0,-14.093959731543624,116046.73344211275,334772.6674844394,-17.69395973154362
61,$10^{-7}$/Mpc$^3$,SC,1.0,-14.328859060402685,145315.1567306869,480087.8242151263,-17.928859060402687
62,$10^{-7}$/Mpc$^3$,SC,1.0,-14.563758389261746,161272.2066556526,641360.030870779,-18.163758389261744
63,$10^{-7}$/Mpc$^3$,SC,1.0,-14.798657718120808,159379.7142581488,800739.7451289278,-18.39865771812081
64,$10^{-7}$/Mpc$^3$,SC,1.0,-15.033557046979865,141642.78582223447,942382.5309511621,-18.633557046979867
65,$10^{-7}$/Mpc$^3$,SC,1.0,-15.268456375838927,116229.43449832837,1058611.9654494906,-18.868456375838925
66,$10^{-7}$/Mpc$^3$,SC,1.0,-15.503355704697988,90129.94840544999,1148741.9138549406,-19.10335570469799
67,$10^{-7}$/Mpc$^3$,SC,1.0,-15.738255033557046,66851.69733684446,1215593.611191785,-19.338255033557047
68,$10^{-7}$/Mpc$^3$,SC,1.0,-15.973154362416107,47897.64185051667,1263491.2530423016,-19.573154362416105
69,$10^{-7}$/Mpc$^3$,SC,1.0,-16.20805369127517,33510.31190005281,1297001.5649423546,-19.80805369127517
70,$10^{-7}$/Mpc$^3$,SC,1.0,-16.44295302013423,22888.65661425656,1319890.2215566111,-20.042953020134227
71,$10^{-7}$/Mpc$^3$,SC,1.0,-16.67785234899329,9486.622703479496,1329376.8442600905,-20.277852348993292
72,$10^{-7}$/Mpc$^3$,SC,1.0,-16.91275167785235,0.0,1329376.8442600905,-20.51275167785235
73,$10^{-7}$/Mpc$^3$,SC,1.0,-17.14765100671141,0.0,1329376.8442600905,-20.747651006711408
74,$10^{-7}$/Mpc$^3$,SC,1.0,-17.38255033557047,0.0,1329376.8442600905,-20.982550335570473
75,$10^{-7}$/Mpc$^3$,SC,1.0,-17.61744966442953,0.0,1329376.8442600905,-21.21744966442953
76,$10^{-7}$/Mpc$^3$,SC,1.0,-17.85234899328859,0.0,1329376.8442600905,-21.452348993288588
77,$10^{-7}$/Mpc$^3$,SC,1.0,-18.08724832214765,0.0,1329376.8442600905,-21.687248322147653
78,$10^{-7}$/Mpc$^3$,SC,1.0,-18.322147651006713,0.0,1329376.8442600905,-21.92214765100671
79,$10^{-7}$/Mpc$^3$,SC,1.0,-18.557046979865774,0.0,1329376.8442600905,-22.157046979865775
80,$10^{-7}$/Mpc$^3$,SC,1.0,-18.79194630872483,0.0,1329376.8442600905,-22.391946308724833
81,$10^{-7}$/Mpc$^3$,SC,1.0,-19.026845637583893,0.0,1329376.8442600905,-22.62684563758389
82,$10^{-7}$/Mpc$^3$,SC,1.0,-19.261744966442954,0.0,1329376.8442600905,-22.861744966442956
83,$10^{-7}$/Mpc$^3$,SC,1.0,-19.496644295302012,0.0,1329376.8442600905,-23.096644295302013
84,$10^{-7}$/Mpc$^3$,SC,1.0,-19.731543624161073,0.0,1329376.8442600905,-23.33154362416107
85,$10^{-7}$/Mpc$^3$,SC,1.0,-19.966442953020135,0.0,1329376.8442600905,-23.566442953020136
86,$10^{-7}$/Mpc$^3$,SC,1.0,-20.201342281879196,0.0,1329376.8442600905,-23.801342281879194
87,$10^{-7}$/Mpc$^3$,SC,1.0,-20.436241610738257,0.0,1329376.8442600905,-24.03624161073826
88,$10^{-7}$/Mpc$^3$,SC,1.0,-20.671140939597315,0.0,1329376.8442600905,-24.271140939597316
89,$10^{-7}$/Mpc$^3$,SC,1.0,-20.906040268456376,0.0,1329376.8442600905,-24.506040268456374
90,$10^{-7}$/Mpc$^3$,SC,1.0,-21.140939597315437,0.0,1329376.8442600905,-24.74093959731544
91,$10^{-7}$/Mpc$^3$,SC,1.0,-21.375838926174495,0.0,1329376.8442600905,-24.975838926174497
92,$10^{-7}$/Mpc$^3$,SC,1.0,-21.610738255033556,0.0,1329376.8442600905,-25.210738255033554
93,$10^{-7}$/Mpc$^3$,SC,1.0,-21.845637583892618,0.0,1329376.8442600905,-25.44563758389262
94,$10^{-7}$/Mpc$^3$,SC,1.0,-22.08053691275168,0.0,1329376.8442600905,-25.680536912751684
95,$10^{-7}$/Mpc$^3$,SC,1.0,-22.31543624161074,0.0,1329376.8442600905,-25.91543624161074
96,$10^{-7}$/Mpc$^3$,SC,1.0,-22.550335570469798,0.0,1329376.8442600905,-26.1503355704698
97,$10^{-7}$/Mpc$^3$,SC,1.0,-22.78523489932886,0.0,1329376.8442600905,-26.385234899328857
98,$10^{-7}$/Mpc$^3$,SC,1.0,-23.02013422818792,0.0,1329376.8442600905,-26.620134228187922
99,$10^{-7}$/Mpc$^3$,SC,1.0,-23.25503355704698,0.0,1329376.8442600905,-26.85503355704698
100,$10^{-7}$/Mpc$^3$,SC,1.0,-23.48993288590604,0.0,1329376.8442600905,-27.089932885906045
101,$10^{-7}$/Mpc$^3$,SC,1.0,-23.7248322147651,0.0,1329376.8442600905,-27.324832214765102
102,$10^{-7}$/Mpc$^3$,SC,1.0,-23.959731543624162,0.0,1329376.8442600905,-27.55973154362416
103,$10^{-7}$/Mpc$^3$,SC,1.0,-24.194630872483224,0.0,1329376.8442600905,-27.794630872483225
104,$10^{-7}$/Mpc$^3$,SC,1.0,-24.42953020134228,0.0,1329376.8442600905,-28.029530201342283
105,$10^{-7}$/Mpc$^3$,SC,1.0,-24.664429530201343,0.0,1329376.8442600905,-28.264429530201348
106,$10^{-7}$/Mpc$^3$,SC,1.0,-24.899328859060404,0.0,1329376.8442600905,-28.499328859060405
107,$10^{-7}$/Mpc$^3$,SC,1.0,-25.13422818791946,0.0,1329376.8442600905,-28.734228187919463
108,$10^{-7}$/Mpc$^3$,SC,1.0,-25.369127516778523,0.0,1329376.8442600905,-28.96912751677852
109,$10^{-7}$/Mpc$^3$,SC,1.0,-25.604026845637584,0.0,1329376.8442600905,-29.204026845637586
110,$10^{-7}$/Mpc$^3$,SC,1.0,-25.838926174496645,0.0,1329376.8442600905,-29.43892617449665
111,$10^{-7}$/Mpc$^3$,SC,1.0,-26.073825503355707,0.0,1329376.8442600905,-29.673825503355708
112,$10^{-7}$/Mpc$^3$,SC,1.0,-26.308724832214764,0.0,1329376.8442600905,-29.908724832214766
113,$10^{-7}$/Mpc$^3$,SC,1.0,-26.543624161073826,0.0,1329376.8442600905,-30.143624161073824
114,$10^{-7}$/Mpc$^3$,SC,1.0,-26.778523489932887,0.0,1329376.8442600905,-30.37852348993289
115,$10^{-7}$/Mpc$^3$,SC,1.0,-27.013422818791945,0.0,1329376.8442600905,-30.613422818791946
116,$10^{-7}$/Mpc$^3$,SC,1.0,-27.248322147651006,0.0,1329376.8442600905,-30.84832214765101
117,$10^{-7}$/Mpc$^3$,SC,1.0,-27.483221476510067,0.0,1329376.8442600905,-31.08322147651007
118,$10^{-7}$/Mpc$^3$,SC,1.0,-27.71812080536913,0.0,1329376.8442600905,-31.318120805369126
119,$10^{-7}$/Mpc$^3$,SC,1.0,-27.95302013422819,0.0,1329376.8442600905,-31.55302013422819
120,$10^{-7}$/Mpc$^3$,SC,1.0,-28.187919463087248,0.0,1329376.8442600905,-31.78791946308725
121,$10^{-7}$/Mpc$^3$,SC,1.0,-28.42281879194631,0.0,1329376.8442600905,-32.022818791946314
122,$10^{-7}$/Mpc$^3$,SC,1.0,-28.65771812080537,0.0,1329376.8442600905,-32.25771812080537
123,$10^{-7}$/Mpc$^3$,SC,1.0,-28.892617449664428,0.0,1329376.8442600905,-32.49261744966443
124,$10^{-7}$/Mpc$^3$,SC,1.0,-29.12751677852349,0.0,1329376.8442600905,-32.72751677852349
125,$10^{-7}$/Mpc$^3$,SC,1.0,-29.36241610738255,0.0,1329376.8442600905,-32.96241610738255
126,$10^{-7}$/Mpc$^3$,SC,1.0,-29.59731543624161,0.0,1329376.8442600905,-33.19731543624162
127,$10^{-7}$/Mpc$^3$,SC,1.0,-29.832214765100673,0.0,1329376.8442600905,-33.432214765100674
128,$10^{-7}$/Mpc$^3$,SC,1.0,-30.06711409395973,0.0,1329376.8442600905,-33.66711409395973
129,$10^{-7}$/Mpc$^3$,SC,1.0,-30.302013422818792,0.0,1329376.8442600905,-33.90201342281879
130,$10^{-7}$/Mpc$^3$,SC,1.0,-30.536912751677853,0.0,1329376.8442600905,-34.136912751677855
131,$10^{-7}$/Mpc$^3$,SC,1.0,-30.77181208053691,0.0,1329376.8442600905,-34.37181208053691
132,$10^{-7}$/Mpc$^3$,SC,1.0,-31.006711409395972,0.0,1329376.8442600905,-34.60671140939598
133,$10^{-7}$/Mpc$^3$,SC,1.0,-31.241610738255034,0.0,1329376.8442600905,-34.841610738255035
134,$10^{-7}$/Mpc$^3$,SC,1.0,-31.476510067114095,0.0,1329376.8442600905,-35.07651006711409
135,$10^{-7}$/Mpc$^3$,SC,1.0,-31.711409395973156,0.0,1329376.8442600905,-35.31140939597316
136,$10^{-7}$/Mpc$^3$,SC,1.0,-31.946308724832214,0.0,1329376.8442600905,-35.546308724832215
137,$10^{-7}$/Mpc$^3$,SC,1.0,-32.18120805369128,0.0,1329376.8442600905,-35.78120805369128
138,$10^{-7}$/Mpc$^3$,SC,1.0,-32.41610738255034,0.0,1329376.8442600905,-36.01610738255034
139,$10^{-7}$/Mpc$^3$,SC,1.0,-32.651006711409394,0.0,1329376.8442600905,-36.251006711409396
140,$10^{-7}$/Mpc$^3$,SC,1.0,-32.88590604026846,0.0,1329376.8442600905,-36.48590604026846
141,$10^{-7}$/Mpc$^3$,SC,1.0,-33.12080536912752,0.0,1329376.8442600905,-36.72080536912752
142,$10^{-7}$/Mpc$^3$,SC,1.0,-33.355704697986575,0.0,1329376.8442600905,-36.955704697986576
143,$10^{-7}$/Mpc$^3$,SC,1.0,-33.59060402684564,0.0,1329376.8442600905,-37.19060402684564
144,$10^{-7}$/Mpc$^3$,SC,1.0,-33.8255033557047,0.0,1329376.8442600905,-37.4255033557047
145,$10^{-7}$/Mpc$^3$,SC,1.0,-34.060402684563755,0.0,1329376.8442600905,-37.660402684563756
146,$10^{-7}$/Mpc$^3$,SC,1.0,-34.29530201342282,0.0,1329376.8442600905,-37.89530201342282
147,$10^{-7}$/Mpc$^3$,SC,1.0,-34.53020134228188,0.0,1329376.8442600905,-38.13020134228188
148,$10^{-7}$/Mpc$^3$,SC,1.0,-34.76510067114094,0.0,1329376.8442600905,-38.365100671140944
149,$10^{-7}$/Mpc$^3$,SC,1.0,-35.0,0.0,1329376.8442600905,-38.6
0,$10^{-10}$/Mpc$^3$,SC,0.1,0.0,0.0,0.0,-3.5999999999999996
1,$10^{-10}$/Mpc$^3$,SC,0.1,-0.23489932885905773,0.0,0.0,-3.8348993288590574
2,$10^{-10}$/Mpc$^3$,SC,0.1,-0.46979865771812257,0.0,0.0,-4.069798657718122
3,$10^{-10}$/Mpc$^3$,SC,0.1,-0.7046979865771803,0.0,0.0,-4.30469798657718
4,$10^{-10}$/Mpc$^3$,SC,0.1,-0.9395973154362451,0.0,0.0,-4.539597315436245
5,$10^{-10}$/Mpc$^3$,SC,0.1,-1.1744966442953029,0.0,0.0,-4.7744966442953025
6,$10^{-10}$/Mpc$^3$,SC,0.1,-1.4093959731543606,0.0,0.0,-5.00939597315436
7,$10^{-10}$/Mpc$^3$,SC,0.1,-1.6442953020134254,0.0,0.0,-5.244295302013425
8,$10^{-10}$/Mpc$^3$,SC,0.1,-1.8791946308724832,0.0,0.0,-5.479194630872483
9,$10^{-10}$/Mpc$^3$,SC,0.1,-2.114093959731548,0.0,0.0,-5.714093959731548
10,$10^{-10}$/Mpc$^3$,SC,0.1,-2.3489932885906057,0.0,0.0,-5.948993288590605
11,$10^{-10}$/Mpc$^3$,SC,0.1,-2.5838926174496635,0.0,0.0,-6.183892617449663
12,$10^{-10}$/Mpc$^3$,SC,0.1,-2.8187919463087283,0.0,0.0,-6.418791946308728
13,$10^{-10}$/Mpc$^3$,SC,0.1,-3.053691275167786,0.0,0.0,-6.653691275167786
14,$10^{-10}$/Mpc$^3$,SC,0.1,-3.2885906040268473,0.0,0.0,-6.888590604026847
15,$10^{-10}$/Mpc$^3$,SC,0.1,-3.5234899328859086,0.0,0.0,-7.123489932885908
16,$10^{-10}$/Mpc$^3$,SC,0.1,-3.7583892617449663,0.0,0.0,-7.358389261744966
17,$10^{-10}$/Mpc$^3$,SC,0.1,-3.9932885906040276,2.445123546051536e-07,2.445123546051536e-07,-7.593288590604027
18,$10^{-10}$/Mpc$^3$,SC,0.1,-4.228187919463089,6.803885446123731e-07,9.249008992175268e-07,-7.828187919463089
19,$10^{-10}$/Mpc$^3$,SC,0.1,-4.463087248322147,0.0,9.249008992175268e-07,-8.063087248322146
20,$10^{-10}$/Mpc$^3$,SC,0.1,-4.697986577181208,0.0,9.249008992175268e-07,-8.297986577181208
21,$10^{-10}$/Mpc$^3$,SC,0.1,-4.932885906040269,0.0,9.249008992175268e-07,-8.532885906040269
22,$10^{-10}$/Mpc$^3$,SC,0.1,-5.1677852348993305,1.3629973987283596e-06,2.2878982979458866e-06,-8.76778523489933
23,$10^{-10}$/Mpc$^3$,SC,0.1,-5.402684563758392,0.0,2.2878982979458866e-06,-9.002684563758391
24,$10^{-10}$/Mpc$^3$,SC,0.1,-5.6375838926174495,2.2121116347115e-06,4.500009932657387e-06,-9.23758389261745
25,$10^{-10}$/Mpc$^3$,SC,0.1,-5.872483221476511,3.310217693453601e-06,7.810227626110989e-06,-9.47248322147651
26,$10^{-10}$/Mpc$^3$,SC,0.1,-6.107382550335572,1.080788605472526e-05,1.8618113680836246e-05,-9.707382550335572
27,$10^{-10}$/Mpc$^3$,SC,0.1,-6.34228187919463,7.947053042426734e-06,2.656516672326298e-05,-9.94228187919463
28,$10^{-10}$/Mpc$^3$,SC,0.1,-6.577181208053691,2.2112234807582823e-05,4.86774015308458e-05,-10.17718120805369
29,$10^{-10}$/Mpc$^3$,SC,0.1,-6.812080536912752,5.214314401062888e-05,0.00010082054554147468,-10.412080536912752
30,$10^{-10}$/Mpc$^3$,SC,0.1,-7.046979865771814,0.0001146642098309988,0.00021548475537247347,-10.646979865771813
31,$10^{-10}$/Mpc$^3$,SC,0.1,-7.281879194630875,0.00023705899640124385,0.0004525437517737173,-10.881879194630875
32,$10^{-10}$/Mpc$^3$,SC,0.1,-7.516778523489933,0.0004616026874822109,0.0009141464392559282,-11.116778523489932
33,$10^{-10}$/Mpc$^3$,SC,0.1,-7.751677852348994,0.0010035793768154138,0.001917725816071342,-11.351677852348994
34,$10^{-10}$/Mpc$^3$,SC,0.1,-7.986577181208055,0.0023262674445983615,0.004243993260669703,-11.586577181208055
35,$10^{-10}$/Mpc$^3$,SC,0.1,-8.221476510067113,0.004603644797258,0.008847638057927702,-11.821476510067113
36,$10^{-10}$/Mpc$^3$,SC,0.1,-8.456375838926174,0.010022550328457542,0.018870188386385246,-12.056375838926174
37,$10^{-10}$/Mpc$^3$,SC,0.1,-8.691275167785236,0.020644864462584993,0.039515052848970236,-12.291275167785235
38,$10^{-10}$/Mpc$^3$,SC,0.1,-8.926174496644297,0.044389479559719475,0.08390453240868971,-12.526174496644296
39,$10^{-10}$/Mpc$^3$,SC,0.1,-9.161073825503358,0.08714489302171777,0.17104942543040746,-12.761073825503358
40,$10^{-10}$/Mpc$^3$,SC,0.1,-9.395973154362416,0.1847248532655311,0.3557742786959386,-12.995973154362416
41,$10^{-10}$/Mpc$^3$,SC,0.1,-9.630872483221477,0.35492243760480524,0.7106967163007438,-13.230872483221477
42,$10^{-10}$/Mpc$^3$,SC,0.1,-9.865771812080538,0.7085101795001356,1.4192068958008794,-13.465771812080538
43,$10^{-10}$/Mpc$^3$,SC,0.1,-10.100671140939596,1.3540654425432581,2.7732723383441376,-13.700671140939596
44,$10^{-10}$/Mpc$^3$,SC,0.1,-10.335570469798657,2.587191160086417,5.360463498430555,-13.935570469798657
45,$10^{-10}$/Mpc$^3$,SC,0.1,-10.570469798657719,4.727581115973383,10.088044614403938,-14.170469798657718
46,$10^{-10}$/Mpc$^3$,SC,0.1,-10.80536912751678,8.508943725598613,18.59698834000255,-14.40536912751678
47,$10^{-10}$/Mpc$^3$,SC,0.1,-11.040268456375841,15.12106678903046,33.71805512903301,-14.640268456375841
48,$10^{-10}$/Mpc$^3$,SC,0.1,-11.275167785234899,25.856060843711802,59.57411597274481,-14.875167785234899
49,$10^{-10}$/Mpc$^3$,SC,0.1,-11.51006711409396,42.352102629628234,101.92621860237304,-15.11006711409396
50,$10^{-10}$/Mpc$^3$,SC,0.1,-11.744966442953022,66.85372292381953,168.77994152619257,-15.344966442953021
51,$10^{-10}$/Mpc$^3$,SC,0.1,-11.97986577181208,97.36793285769542,266.147874383888,-15.579865771812079
52,$10^{-10}$/Mpc$^3$,SC,0.1,-12.21476510067114,130.09060147424233,396.2384758581303,-15.81476510067114
53,$10^{-10}$/Mpc$^3$,SC,0.1,-12.449664429530202,154.80909553335283,551.0475713914832,-16.049664429530203
54,$10^{-10}$/Mpc$^3$,SC,0.1,-12.684563758389263,162.65877912725455,713.7063505187377,-16.28456375838926
55,$10^{-10}$/Mpc$^3$,SC,0.1,-12.919463087248324,153.1258369390573,866.832187457795,-16.519463087248326
56,$10^{-10}$/Mpc$^3$,SC,0.1,-13.154362416107382,130.7717325048009,997.6039199625959,-16.754362416107384
57,$10^{-10}$/Mpc$^3$,SC,0.1,-13.389261744966444,104.36374502374065,1101.9676649863366,-16.98926174496644
58,$10^{-10}$/Mpc$^3$,SC,0.1,-13.624161073825505,79.25392519721308,1181.2215901835496,-17.224161073825506
59,$10^{-10}$/Mpc$^3$,SC,0.1,-13.859060402684563,57.79147009826656,1239.0130602818163,-17.459060402684564
60,$10^{-10}$/Mpc$^3$,SC,0.1,-14.093959731543624,40.95639660630762,1279.969456888124,-17.69395973154362
61,$10^{-10}$/Mpc$^3$,SC,0.1,-14.328859060402685,28.341021192143494,1308.3104780802673,-17.928859060402687
62,$10^{-10}$/Mpc$^3$,SC,0.1,-14.563758389261746,19.204203646868493,1327.514681727136,-18.163758389261744
63,$10^{-10}$/Mpc$^3$,SC,0.1,-14.798657718120808,1.862162532954432,1329.3768442600901,-18.39865771812081
64,$10^{-10}$/Mpc$^3$,SC,0.1,-15.033557046979865,0.0,1329.3768442600901,-18.633557046979867
65,$10^{-10}$/Mpc$^3$,SC,0.1,-15.268456375838927,0.0,1329.3768442600901,-18.868456375838925
66,$10^{-10}$/Mpc$^3$,SC,0.1,-15.503355704697988,0.0,1329.3768442600901,-19.10335570469799
67,$10^{-10}$/Mpc$^3$,SC,0.1,-15.738255033557046,0.0,1329.3768442600901,-19.338255033557047
68,$10^{-10}$/Mpc$^3$,SC,0.1,-15.973154362416107,0.0,1329.3768442600901,-19.573154362416105
69,$10^{-10}$/Mpc$^3$,SC,0.1,-16.20805369127517,0.0,1329.3768442600901,-19.80805369127517
70,$10^{-10}$/Mpc$^3$,SC,0.1,-16.44295302013423,0.0,1329.3768442600901,-20.042953020134227
71,$10^{-10}$/Mpc$^3$,SC,0.1,-16.67785234899329,0.0,1329.3768442600901,-20.277852348993292
72,$10^{-10}$/Mpc$^3$,SC,0.1,-16.91275167785235,0.0,1329.3768442600901,-20.51275167785235
73,$10^{-10}$/Mpc$^3$,SC,0.1,-17.14765100671141,0.0,1329.3768442600901,-20.747651006711408
74,$10^{-10}$/Mpc$^3$,SC,0.1,-17.38255033557047,0.0,1329.3768442600901,-20.982550335570473
75,$10^{-10}$/Mpc$^3$,SC,0.1,-17.61744966442953,0.0,1329.3768442600901,-21.21744966442953
76,$10^{-10}$/Mpc$^3$,SC,0.1,-17.85234899328859,0.0,1329.3768442600901,-21.452348993288588
77,$10^{-10}$/Mpc$^3$,SC,0.1,-18.08724832214765,0.0,1329.3768442600901,-21.687248322147653
78,$10^{-10}$/Mpc$^3$,SC,0.1,-18.322147651006713,0.0,1329.3768442600901,-21.92214765100671
79,$10^{-10}$/Mpc$^3$,SC,0.1,-18.557046979865774,0.0,1329.3768442600901,-22.157046979865775
80,$10^{-10}$/Mpc$^3$,SC,0.1,-18.79194630872483,0.0,1329.3768442600901,-22.391946308724833
81,$10^{-10}$/Mpc$^3$,SC,0.1,-19.026845637583893,0.0,1329.3768442600901,-22.62684563758389
82,$10^{-10}$/Mpc$^3$,SC,0.1,-19.261744966442954,0.0,1329.3768442600901,-22.861744966442956
83,$10^{-10}$/Mpc$^3$,SC,0.1,-19.496644295302012,0.0,1329.3768442600901,-23.096644295302013
84,$10^{-10}$/Mpc$^3$,SC,0.1,-19.731543624161073,0.0,1329.3768442600901,-23.33154362416107
85,$10^{-10}$/Mpc$^3$,SC,0.1,-19.966442953020135,0.0,1329.3768442600901,-23.566442953020136
86,$10^{-10}$/Mpc$^3$,SC,0.1,-20.201342281879196,0.0,1329.3768442600901,-23.801342281879194
87,$10^{-10}$/Mpc$^3$,SC,0.1,-20.436241610738257,0.0,1329.3768442600901,-24.03624161073826
88,$10^{-10}$/Mpc$^3$,SC,0.1,-20.671140939597315,0.0,1329.3768442600901,-24.271140939597316
89,$10^{-10}$/Mpc$^3$,SC,0.1,-20.906040268456376,0.0,1329.3768442600901,-24.506040268456374
90,$10^{-10}$/Mpc$^3$,SC,0.1,-21.140939597315437,0.0,1329.3768442600901,-24.74093959731544
91,$10^{-10}$/Mpc$^3$,SC,0.1,-21.375838926174495,0.0,1329.3768442600901,-24.975838926174497
92,$10^{-10}$/Mpc$^3$,SC,0.1,-21.610738255033556,0.0,1329.3768442600901,-25.210738255033554
93,$10^{-10}$/Mpc$^3$,SC,0.1,-21.845637583892618,0.0,1329.3768442600901,-25.44563758389262
94,$10^{-10}$/Mpc$^3$,SC,0.1,-22.08053691275168,0.0,1329.3768442600901,-25.680536912751684
95,$10^{-10}$/Mpc$^3$,SC,0.1,-22.31543624161074,0.0,1329.3768442600901,-25.91543624161074
96,$10^{-10}$/Mpc$^3$,SC,0.1,-22.550335570469798,0.0,1329.3768442600901,-26.1503355704698
97,$10^{-10}$/Mpc$^3$,SC,0.1,-22.78523489932886,0.0,1329.3768442600901,-26.385234899328857
98,$10^{-10}$/Mpc$^3$,SC,0.1,-23.02013422818792,0.0,1329.3768442600901,-26.620134228187922
99,$10^{-10}$/Mpc$^3$,SC,0.1,-23.25503355704698,0.0,1329.3768442600901,-26.85503355704698
100,$10^{-10}$/Mpc$^3$,SC,0.1,-23.48993288590604,0.0,1329.3768442600901,-27.089932885906045
