,Local source density,width,Fraction of total flux,E2flux,Nsrc,cumulative_Nsrc,flux
101,$10^{-10}$/Mpc$^3$,SC,0.1,-23.7248322147651,0.0,1329.3768442600901,-27.324832214765102
102,$10^{-10}$/Mpc$^3$,SC,0.1,-23.959731543624162,0.0,1329.3768442600901,-27.55973154362416
103,$10^{-10}$/Mpc$^3$,SC,0.1,-24.194630872483224,0.0,1329.3768442600901,-27.794630872483225
104,$10^{-10}$/Mpc$^3$,SC,0.1,-24.42953020134228,0.0,1329.3768442600901,-28.029530201342283
105,$10^{-10}$/Mpc$^3$,SC,0.1,-24.664429530201343,0.0,1329.3768442600901,-28.264429530201348
106,$10^{-10}$/Mpc$^3$,SC,0.1,-24.899328859060404,0.0,1329.3768442600901,-28.499328859060405
107,$10^{-10}$/Mpc$^3$,SC,0.1,-25.13422818791946,0.0,1329.3768442600901,-28.734228187919463
108,$10^{-10}$/Mpc$^3$,SC,0.1,-25.369127516778523,0.0,1329.3768442600901,-28.96912751677852
109,$10^{-10}$/Mpc$^3$,SC,0.1,-25.604026845637584,0.0,1329.3768442600901,-29.204026845637586
110,$10^{-10}$/Mpc$^3$,SC,0.1,-25.838926174496645,0.0,1329.3768442600901,-29.43892617449665
111,$10^{-10}$/Mpc$^3$,SC,0.1,-26.073825503355707,0.0,1329.3768442600901,-29.673825503355708
112,$10^{-10}$/Mpc$^3$,SC,0.1,-26.308724832214764,0.0,1329.3768442600901,-29.908724832214766
113,$10^{-10}$/Mpc$^3$,SC,0.1,-26.543624161073826,0.0,1329.3768442600901,-30.143624161073824
114,$10^{-10}$/Mpc$^3$,SC,0.1,-26.778523489932887,0.0,1329.3768442600901,-30.37852348993289
115,$10^{-10}$/Mpc$^3$,SC,0.1,-27.013422818791945,0.0,1329.3768442600901,-30.613422818791946
116,$10^{-10}$/Mpc$^3$,SC,0.1,-27.248322147651006,0.0,1329.3768442600901,-30.84832214765101
117,$10^{-10}$/Mpc$^3$,SC,0.1,-27.483221476510067,0.0,1329.3768442600901,-31.08322147651007
118,$10^{-10}$/Mpc$^3$,SC,0.1,-27.71812080536913,0.0,1329.3768442600901,-31.318120805369126
119,$10^{-10}$/Mpc$^3$,SC,0.1,-27.95302013422819,0.0,1329.3768442600901,-31.55302013422819
120,$10^{-10}$/Mpc$^3$,SC,0.1,-28.187919463087248,0.0,1329.3768442600901,-31.78791946308725
121,$10^{-10}$/Mpc$^3$,SC,0.1,-28.42281879194631,0.0,1329.3768442600901,-32.022818791946314
122,$10^{-10}$/Mpc$^3$,SC,0.1,-28.65771812080537,0.0,1329.3768442600901,-32.25771812080537
123,$10^{-10}$/Mpc$^3$,SC,0.1,-28.892617449664428,0.0,1329.3768442600901,-32.49261744966443
124,$10^{-10}$/Mpc$^3$,SC,0.1,-29.12751677852349,0.0,1329.3768442600901,-32.72751677852349
125,$10^{-10}$/Mpc$^3$,SC,0.1,-29.36241610738255,0.0,1329.3768442600901,-32.96241610738255
126,$10^{-10}$/Mpc$^3$,SC,0.1,-29.59731543624161,0.0,1329.3768442600901,-33.19731543624162
127,$10^{-10}$/Mpc$^3$,SC,0.1,-29.832214765100673,0.0,1329.3768442600901,-33.432214765100674
128,$10^{-10}$/Mpc$^3$,SC,0.1,-30.06711409395973,0.0,1329.3768442600901,-33.66711409395973
129,$10^{-10}$/Mpc$^3$,SC,0.1,-30.302013422818792,0.0,1329.3768442600901,-33.90201342281879
130,$10^{-10}$/Mpc$^3$,SC,0.1,-30.536912751677853,0.0,1329.3768442600901,-34.136912751677855
131,$10^{-10}$/Mpc$^3$,SC,0.1,-30.77181208053691,0.0,1329.3768442600901,-34.37181208053691
132,$10^{-10}$/Mpc$^3$,SC,0.1,-31.006711409395972,0.0,1329.3768442600901,-34.60671140939598
133,$10^{-10}$/Mpc$^3$,SC,0.1,-31.241610738255034,0.0,1329.3768442600901,-34.841610738255035
134,$10^{-10}$/Mpc$^3$,SC,0.1,-31.476510067114095,0.0,1329.3768442600901,-35.07651006711409
135,$10^{-10}$/Mpc$^3$,SC,0.1,-31.711409395973156,0.0,1329.3768442600901,-35.31140939597316
136,$10^{-10}$/Mpc$^3$,SC,0.1,-31.946308724832214,0.0,1329.3768442600901,-35.546308724832215
137,$10^{-10}$/Mpc$^3$,SC,0.1,-32.18120805369128,0.0,1329.3768442600901,-35.78120805369128
138,$10^{-10}$/Mpc$^3$,SC,0.1,-32.41610738255034,0.0,1329.3768442600901,-36.01610738255034
139,$10^{-10}$/Mpc$^3$,SC,0.1,-32.651006711409394,0.0,1329.3768442600901,-36.251006711409396
140,$10^{-10}$/Mpc$^3$,SC,0.1,-32.88590604026846,0.0,1329.3768442600901,-36.48590604026846
141,$10^{-10}$/Mpc$^3$,SC,0.1,-33.12080536912752,0.0,1329.3768442600901,-36.72080536912752
142,$10^{-10}$/Mpc$^3$,SC,0.1,-33.355704697986575,0.0,1329.3768442600901,-36.955704697986576
143,$10^{-10}$/Mpc$^3$,SC,0.1,-33.59060402684564,0.0,1329.3768442600901,-37.19060402684564
144,$10^{-10}$/Mpc$^3$,SC,0.1,-33.8255033557047,0.0,1329.3768442600901,-37.4255033557047
145,$10^{-10}$/Mpc$^3$,SC,0.1,-34.060402684563755,0.0,1329.3768442600901,-37.660402684563756
146,$10^{-10}$/Mpc$^3$,SC,0.1,-34.29530201342282,0.0,1329.3768442600901,-37.89530201342282
147,$10^{-10}$/Mpc$^3$,SC,0.1,-34.53020134228188,0.0,1329.3768442600901,-38.13020134228188
148,$10^{-10}$/Mpc$^3$,SC,0.1,-34.76510067114094,0.0,1329.3768442600901,-38.365100671140944
149,$10^{-10}$/Mpc$^3$,SC,0.1,-35.0,0.0,1329.3768442600901,-38.6
0,$10^{-11}$/Mpc$^3$,SC,0.1,0.0,0.0,0.0,-3.5999999999999996
1,$10^{-11}$/Mpc$^3$,SC,0.1,-0.23489932885905773,0.0,0.0,-3.8348993288590574
2,$10^{-11}$/Mpc$^3$,SC,0.1,-0.46979865771812257,0.0,0.0,-4.069798657718122
3,$10^{-11}$/Mpc$^3$,SC,0.1,-0.7046979865771803,0.0,0.0,-4.30469798657718
4,$10^{-11}$/Mpc$^3$,SC,0.1,-0.9395973154362451,0.0,0.0,-4.539597315436245
5,$10^{-11}$/Mpc$^3$,SC,0.1,-1.1744966442953029,0.0,0.0,-4.7744966442953025
6,$10^{-11}$/Mpc$^3$,SC,0.1,-1.4093959731543606,0.0,0.0,-5.00939597315436
7,$10^{-11}$/Mpc$^3$,SC,0.1,-1.6442953020134254,0.0,0.0,-5.244295302013425
8,$10^{-11}$/Mpc$^3$,SC,0.1,-1.8791946308724832,0.0,0.0,-5.479194630872483
9,$10^{-11}$/Mpc$^3$,SC,0.1,-2.114093959731548,0.0,0.0,-5.714093959731548
10,$10^{-11}$/Mpc$^3$,SC,0.1,-2.3489932885906057,0.0,0.0,-5.948993288590605
11,$10^{-11}$/Mpc$^3$,SC,0.1,-2.5838926174496635,0.0,0.0,-6.183892617449663
12,$10^{-11}$/Mpc$^3$,SC,0.1,-2.8187919463087283,0.0,0.0,-6.418791946308728
13,$10^{-11}$/Mpc$^3$,SC,0.1,-3.053691275167786,2.4451235460515363e-08,2.4451235460515363e-08,-6.653691275167786
14,$10^{-11}$/Mpc$^3$,SC,0.1,-3.2885906040268473,6.803885446123732e-08,9.249008992175268e-08,-6.888590604026847
15,$10^{-11}$/Mpc$^3$,SC,0.1,-3.5234899328859086,0.0,9.249008992175268e-08,-7.123489932885908
16,$10^{-11}$/Mpc$^3$,SC,0.1,-3.7583892617449663,0.0,9.249008992175268e-08,-7.358389261744966
17,$10^{-11}$/Mpc$^3$,SC,0.1,-3.9932885906040276,2.711907713353821e-09,9.52019976351065e-08,-7.593288590604027
18,$10^{-11}$/Mpc$^3$,SC,0.1,-4.228187919463089,1.3358783215948216e-07,2.2878982979458868e-07,-7.828187919463089
19,$10^{-11}$/Mpc$^3$,SC,0.1,-4.463087248322147,2.2121116347115002e-07,4.5000099326573873e-07,-8.063087248322146
20,$10^{-11}$/Mpc$^3$,SC,0.1,-4.697986577181208,0.0,4.5000099326573873e-07,-8.297986577181208
21,$10^{-11}$/Mpc$^3$,SC,0.1,-4.932885906040269,3.3102176934536013e-07,7.810227626110988e-07,-8.532885906040269
22,$10^{-11}$/Mpc$^3$,SC,0.1,-5.1677852348993305,1.080788605472526e-06,1.8618113680836249e-06,-8.76778523489933
23,$10^{-11}$/Mpc$^3$,SC,0.1,-5.402684563758392,7.947053042426735e-07,2.656516672326298e-06,-9.002684563758391
24,$10^{-11}$/Mpc$^3$,SC,0.1,-5.6375838926174495,3.6733555439754385e-06,6.329872216301737e-06,-9.23758389261745
25,$10^{-11}$/Mpc$^3$,SC,0.1,-5.872483221476511,6.088520420034032e-06,1.241839263633577e-05,-9.47248322147651
26,$10^{-11}$/Mpc$^3$,SC,0.1,-6.107382550335572,9.130082900911581e-06,2.154847553724735e-05,-9.707382550335572
27,$10^{-11}$/Mpc$^3$,SC,0.1,-6.34228187919463,2.3705899640124384e-05,4.525437517737174e-05,-9.94228187919463
28,$10^{-11}$/Mpc$^3$,SC,0.1,-6.577181208053691,5.607508449233107e-05,0.0001013294596697028,-10.17718120805369
29,$10^{-11}$/Mpc$^3$,SC,0.1,-6.812080536912752,0.00010667427811277341,0.00020800373778247623,-10.412080536912752
30,$10^{-11}$/Mpc$^3$,SC,0.1,-7.046979865771814,0.00024402575399051982,0.00045202949177299603,-10.646979865771813
31,$10^{-11}$/Mpc$^3$,SC,0.1,-7.281879194630875,0.0005249610254103817,0.0009769905171833778,-10.881879194630875
32,$10^{-11}$/Mpc$^3$,SC,0.1,-7.516778523489933,0.0010636420068456667,0.0020406325240290447,-11.116778523489932
33,$10^{-11}$/Mpc$^3$,SC,0.1,-7.751677852348994,0.0021645988907037115,0.004205231414732756,-11.351677852348994
34,$10^{-11}$/Mpc$^3$,SC,0.1,-7.986577181208055,0.004609942130039261,0.008815173544772018,-11.586577181208055
35,$10^{-11}$/Mpc$^3$,SC,0.1,-8.221476510067113,0.009696770798142724,0.01851194434291474,-11.821476510067113
36,$10^{-11}$/Mpc$^3$,SC,0.1,-8.456375838926174,0.019397227592260542,0.03790917193517528,-12.056375838926174
37,$10^{-11}$/Mpc$^3$,SC,0.1,-8.691275167785236,0.037893482626328995,0.07580265456150428,-12.291275167785235
38,$10^{-11}$/Mpc$^3$,SC,0.1,-8.926174496644297,0.07534101738858175,0.15114367195008602,-12.526174496644296
39,$10^{-11}$/Mpc$^3$,SC,0.1,-9.161073825503358,0.14590160869264313,0.29704528064272917,-12.761073825503358
40,$10^{-11}$/Mpc$^3$,SC,0.1,-9.395973154362416,0.2701268648091217,0.5671721454518508,-12.995973154362416
41,$10^{-11}$/Mpc$^3$,SC,0.1,-9.630872483221477,0.5019907101474707,1.0691628555993216,-13.230872483221477
42,$10^{-11}$/Mpc$^3$,SC,0.1,-9.865771812080538,0.9005229641511632,1.9696858197504845,-13.465771812080538
43,$10^{-11}$/Mpc$^3$,SC,0.1,-10.100671140939596,1.5927412410960244,3.562427060846509,-13.700671140939596
44,$10^{-11}$/Mpc$^3$,SC,0.1,-10.335570469798657,2.7080737541132502,6.270500814959759,-13.935570469798657
45,$10^{-11}$/Mpc$^3$,SC,0.1,-10.570469798657719,4.46079525479858,10.73129606975834,-14.170469798657718
46,$10^{-11}$/Mpc$^3$,SC,0.1,-10.80536912751678,6.915559979115516,17.646856048873854,-14.40536912751678
47,$10^{-11}$/Mpc$^3$,SC,0.1,-11.040268456375841,10.096266086084748,27.743122134958604,-14.640268456375841
48,$10^{-11}$/Mpc$^3$,SC,0.1,-11.275167785234899,13.273564086339764,41.01668622129837,-14.875167785234899
49,$10^{-11}$/Mpc$^3$,SC,0.1,-11.51006711409396,15.626294283910633,56.642980505209,-15.11006711409396
50,$10^{-11}$/Mpc$^3$,SC,0.1,-11.744966442953022,16.2744101037749,72.91739060898391,-15.344966442953021
51,$10^{-11}$/Mpc$^3$,SC,0.1,-11.97986577181208,15.102437135046419,88.01982774403032,-15.579865771812079
52,$10^{-11}$/Mpc$^3$,SC,0.1,-12.21476510067114,12.847746049687618,100.86757379371794,-15.81476510067114
53,$10^{-11}$/Mpc$^3$,SC,0.1,-12.449664429530202,10.185919279473726,111.05349307319166,-16.049664429530203
54,$10^{-11}$/Mpc$^3$,SC,0.1,-12.684563758389263,7.6974659604474756,118.75095903363913,-16.28456375838926
55,$10^{-11}$/Mpc$^3$,SC,0.1,-12.919463087248324,5.602830076899485,124.35378911053863,-16.519463087248326
56,$10^{-11}$/Mpc$^3$,SC,0.1,-13.154362416107382,3.961682164519895,128.3154712750585,-16.754362416107384
57,$10^{-11}$/Mpc$^3$,SC,0.1,-13.389261744966444,2.7329976344920945,131.04846890955062,-16.98926174496644
58,$10^{-11}$/Mpc$^3$,SC,0.1,-13.624161073825505,1.8492585094671565,132.89772741901777,-17.224161073825506
59,$10^{-11}$/Mpc$^3$,SC,0.1,-13.859060402684563,0.039957006991263776,132.93768442600904,-17.459060402684564
60,$10^{-11}$/Mpc$^3$,SC,0.1,-14.093959731543624,0.0,132.93768442600904,-17.69395973154362
61,$10^{-11}$/Mpc$^3$,SC,0.1,-14.328859060402685,0.0,132.93768442600904,-17.928859060402687
62,$10^{-11}$/Mpc$^3$,SC,0.1,-14.563758389261746,0.0,132.93768442600904,-18.163758389261744
63,$10^{-11}$/Mpc$^3$,SC,0.1,-14.798657718120808,0.0,132.93768442600904,-18.39865771812081
64,$10^{-11}$/Mpc$^3$,SC,0.1,-15.033557046979865,0.0,132.93768442600904,-18.633557046979867
65,$10^{-11}$/Mpc$^3$,SC,0.1,-15.268456375838927,0.0,132.93768442600904,-18.868456375838925
66,$10^{-11}$/Mpc$^3$,SC,0.1,-15.503355704697988,0.0,132.93768442600904,-19.10335570469799
67,$10^{-11}$/Mpc$^3$,SC,0.1,-15.738255033557046,0.0,132.93768442600904,-19.338255033557047
68,$10^{-11}$/Mpc$^3$,SC,0.1,-15.973154362416107,0.0,132.93768442600904,-19.573154362416105
69,$10^{-11}$/Mpc$^3$,SC,0.1,-16.20805369127517,0.0,132.93768442600904,-19.80805369127517
70,$10^{-11}$/Mpc$^3$,SC,0.1,-16.44295302013423,0.0,132.93768442600904,-20.042953020134227
71,$10^{-11}$/Mpc$^3$,SC,0.1,-16.67785234899329,0.0,132.93768442600904,-20.277852348993292
72,$10^{-11}$/Mpc$^3$,SC,0.1,-16.91275167785235,0.0,132.93768442600904,-20.51275167785235
73,$10^{-11}$/Mpc$^3$,SC,0.1,-17.14765100671141,0.0,132.93768442600904,-20.747651006711408
74,$10^{-11}$/Mpc$^3$,SC,0.1,-17.38255033557047,0.0,132.93768442600904,-20.982550335570473
75,$10^{-11}$/Mpc$^3$,SC,0.1,-17.61744966442953,0.0,132.93768442600904,-21.21744966442953
76,$10^{-11}$/Mpc$^3$,SC,0.1,-17.85234899328859,0.0,132.93768442600904,-21.452348993288588
77,$10^{-11}$/Mpc$^3$,SC,0.1,-18.08724832214765,0.0,132.93768442600904,-21.687248322147653
78,$10^{-11}$/Mpc$^3$,SC,0.1,-18.322147651006713,0.0,132.93768442600904,-21.92214765100671
79,$10^{-11}$/Mpc$^3$,SC,0.1,-18.557046979865774,0.0,132.93768442600904,-22.157046979865775
80,$10^{-11}$/Mpc$^3$,SC,0.1,-18.79194630872483,0.0,132.93768442600904,-22.391946308724833
81,$10^{-11}$/Mpc$^3$,SC,0.1,-19.026845637583893,0.0,132.93768442600904,-22.62684563758389
82,$10^{-11}$/Mpc$^3$,SC,0.1,-19.261744966442954,0.0,132.93768442600904,-22.861744966442956
83,$10^{-11}$/Mpc$^3$,SC,0.1,-19.496644295302012,0.0,132.93768442600904,-23.096644295302013
84,$10^{-11}$/Mpc$^3$,SC,0.1,-19.731543624161073,0.0,132.93768442600904,-23.33154362416107
85,$10^{-11}$/Mpc$^3$,SC,0.1,-19.966442953020135,0.0,132.93768442600904,-23.566442953020136
86,$10^{-11}$/Mpc$^3$,SC,0.1,-20.201342281879196,0.0,132.93768442600904,-23.801342281879194
87,$10^{-11}$/Mpc$^3$,SC,0.1,-20.436241610738257,0.0,132.93768442600904,-24.03624161073826
88,$10^{-11}$/Mpc$^3$,SC,0.1,-20.671140939597315,0.0,132.93768442600904,-24.271140939597316
89,$10^{-11}$/Mpc$^3$,SC,0.1,-20.906040268456376,0.0,132.93768442600904,-24.506040268456374
90,$10^{-11}$/Mpc$^3$,SC,0.1,-21.140939597315437,0.0,132.93768442600904,-24.74093959731544
91,$10^{-11}$/Mpc$^3$,SC,0.1,-21.375838926174495,0.0,132.93768442600904,-24.975838926174497
92,$10^{-11}$/Mpc$^3$,SC,0.1,-21.610738255033556,0.0,132.93768442600904,-25.210738255033554
93,$10^{-11}$/Mpc$^3$,SC,0.1,-21.845637583892618,0.0,132.93768442600904,-25.44563758389262
94,$10^{-11}$/Mpc$^3$,SC,0.1,-22.08053691275168,0.0,132.93768442600904,-25.680536912751684
95,$10^{-11}$/Mpc$^3$,SC,0.1,-22.31543624161074,0.0,132.93768442600904,-25.91543624161074
96,$10^{-11}$/Mpc$^3$,SC,0.1,-22.550335570469798,0.0,132.93768442600904,-26.1503355704698
97,$10^{-11}$/Mpc$^3$,SC,0.1,-22.78523489932886,0.0,132.93768442600904,-26.385234899328857
98,$10^{-11}$/Mpc$^3$,SC,0.1,-23.02013422818792,0.0,132.93768442600904,-26.620134228187922
99,$10^{-11}$/Mpc$^3$,SC,0.1,-23.25503355704698,0.0,132.93768442600904,-26.85503355704698
100,$10^{-11}$/Mpc$^3$,SC,0.1,-23.48993288590604,0.0,132.93768442600904,-27.089932885906045
101,$10^{-11}$/Mpc$^3$,SC,0.1,-23.7248322147651,0.0,132.93768442600904,-27.324832214765102
102,$10^{-11}$/Mpc$^3$,SC,0.1,-23.959731543624162,0.0,132.93768442600904,-27.55973154362416
103,$10^{-11}$/Mpc$^3$,SC,0.1,-24.194630872483224,0.0,132.93768442600904,-27.794630872483225
104,$10^{-11}$/Mpc$^3$,SC,0.1,-24.42953020134228,0.0,132.93768442600904,-28.029530201342283
105,$10^{-11}$/Mpc$^3$,SC,0.1,-24.664429530201343,0.0,132.93768442600904,-28.264429530201348
106,$10^{-11}$/Mpc$^3$,SC,0.1,-24.899328859060404,0.0,132.93768442600904,-28.499328859060405
107,$10^{-11}$/Mpc$^3$,SC,0.1,-25.13422818791946,0.0,132.93768442600904,-28.734228187919463
108,$10^{-11}$/Mpc$^3$,SC,0.1,-25.369127516778523,0.0,132.93768442600904,-28.96912751677852
109,$10^{-11}$/Mpc$^3$,SC,0.1,-25.604026845637584,0.0,132.93768442600904,-29.204026845637586
110,$10^{-11}$/Mpc$^3$,SC,0.1,-25.838926174496645,0.0,132.93768442600904,-29.43892617449665
111,$10^{-11}$/Mpc$^3$,SC,0.1,-26.073825503355707,0.0,132.93768442600904,-29.673825503355708
112,$10^{-11}$/Mpc$^3$,SC,0.1,-26.308724832214764,0.0,132.93768442600904,-29.908724832214766
113,$10^{-11}$/Mpc$^3$,SC,0.1,-26.543624161073826,0.0,132.93768442600904,-30.143624161073824
114,$10^{-11}$/Mpc$^3$,SC,0.1,-26.778523489932887,0.0,132.93768442600904,-30.37852348993289
115,$10^{-11}$/Mpc$^3$,SC,0.1,-27.013422818791945,0.0,132.93768442600904,-30.613422818791946
116,$10^{-11}$/Mpc$^3$,SC,0.1,-27.248322147651006,0.0,132.93768442600904,-30.84832214765101
117,$10^{-11}$/Mpc$^3$,SC,0.1,-27.483221476510067,0.0,132.93768442600904,-31.08322147651007
118,$10^{-11}$/Mpc$^3$,SC,0.1,-27.71812080536913,0.0,132.93768442600904,-31.318120805369126
119,$10^{-11}$/Mpc$^3$,SC,0.1,-27.95302013422819,0.0,132.93768442600904,-31.55302013422819
120,$10^{-11}$/Mpc$^3$,SC,0.1,-28.187919463087248,0.0,132.93768442600904,-31.78791946308725
121,$10^{-11}$/Mpc$^3$,SC,0.1,-28.42281879194631,0.0,132.93768442600904,-32.022818791946314
122,$10^{-11}$/Mpc$^3$,SC,0.1,-28.65771812080537,0.0,132.93768442600904,-32.25771812080537
123,$10^{-11}$/Mpc$^3$,SC,0.1,-28.892617449664428,0.0,132.93768442600904,-32.49261744966443
124,$10^{-11}$/Mpc$^3$,SC,0.1,-29.12751677852349,0.0,132.93768442600904,-32.72751677852349
125,$10^{-11}$/Mpc$^3$,SC,0.1,-29.36241610738255,0.0,132.93768442600904,-32.96241610738255
126,$10^{-11}$/Mpc$^3$,SC,0.1,-29.59731543624161,0.0,132.93768442600904,-33.19731543624162
127,$10^{-11}$/Mpc$^3$,SC,0.1,-29.832214765100673,0.0,132.93768442600904,-33.432214765100674
128,$10^{-11}$/Mpc$^3$,SC,0.1,-30.06711409395973,0.0,132.93768442600904,-33.66711409395973
129,$10^{-11}$/Mpc$^3$,SC,0.1,-30.302013422818792,0.0,132.93768442600904,-33.90201342281879
130,$10^{-11}$/Mpc$^3$,SC,0.1,-30.536912751677853,0.0,132.93768442600904,-34.136912751677855
131,$10^{-11}$/Mpc$^3$,SC,0.1,-30.77181208053691,0.0,132.93768442600904,-34.37181208053691
132,$10^{-11}$/Mpc$^3$,SC,0.1,-31.006711409395972,0.0,132.93768442600904,-34.60671140939598
133,$10^{-11}$/Mpc$^3$,SC,0.1,-31.241610738255034,0.0,132.93768442600904,-34.841610738255035
134,$10^{-11}$/Mpc$^3$,SC,0.1,-31.476510067114095,0.0,132.93768442600904,-35.07651006711409
135,$10^{-11}$/Mpc$^3$,SC,0.1,-31.711409395973156,0.0,132.93768442600904,-35.31140939597316
136,$10^{-11}$/Mpc$^3$,SC,0.1,-31.946308724832214,0.0,132.93768442600904,-35.546308724832215
137,$10^{-11}$/Mpc$^3$,SC,0.1,-32.18120805369128,0.0,132.93768442600904,-35.78120805369128
138,$10^{-11}$/Mpc$^3$,SC,0.1,-32.41610738255034,0.0,132.93768442600904,-36.01610738255034
139,$10^{-11}$/Mpc$^3$,SC,0.1,-32.651006711409394,0.0,132.93768442600904,-36.251006711409396
140,$10^{-11}$/Mpc$^3$,SC,0.1,-32.88590604026846,0.0,132.93768442600904,-36.48590604026846
141,$10^{-11}$/Mpc$^3$,SC,0.1,-33.12080536912752,0.0,132.93768442600904,-36.72080536912752
142,$10^{-11}$/Mpc$^3$,SC,0.1,-33.355704697986575,0.0,132.93768442600904,-36.955704697986576
143,$10^{-11}$/Mpc$^3$,SC,0.1,-33.59060402684564,0.0,132.93768442600904,-37.19060402684564
144,$10^{-11}$/Mpc$^3$,SC,0.1,-33.8255033557047,0.0,132.93768442600904,-37.4255033557047
145,$10^{-11}$/Mpc$^3$,SC,0.1,-34.060402684563755,0.0,132.93768442600904,-37.660402684563756
146,$10^{-11}$/Mpc$^3$,SC,0.1,-34.29530201342282,0.0,132.93768442600904,-37.89530201342282
147,$10^{-11}$/Mpc$^3$,SC,0.1,-34.53020134228188,0.0,132.93768442600904,-38.13020134228188
148,$10^{-11}$/Mpc$^3$,SC,0.1,-34.76510067114094,0.0,132.93768442600904,-38.365100671140944
149,$10^{-11}$/Mpc$^3$,SC,0.1,-35.0,0.0,132.93768442600904,-38.6
